26.06,27.14,1.4283,26.05,-0.3172,37.01,1.6845,87.45,0.4161,0.62,8.22,0.00,0.0000,0.00,0.0000 
26.06,27.30,0.0530,26.06,0.7946,39.32,3.3757,87.94,1.2870,0.64,8.57,0.00,0.0000,0.00,0.0000 
26.06,27.47,0.9500,26.05,1.0317,41.27,3.5798,88.33,0.5263,0.66,8.87,0.00,0.0000,0.00,0.0000 
26.12,27.65,1.0527,26.06,0.1722,42.86,1.2445,88.64,-0.2025,0.69,9.11,0.00,0.0000,0.00,0.0000 
26.00,27.83,0.8099,26.07,0.3046,44.20,1.8906,88.88,0.1841,0.69,9.31,0.00,0.0000,0.00,0.0000 
26.12,28.02,1.0654,26.07,-1.0394,45.29,1.0270,89.07,0.4926,0.70,9.47,0.00,0.0000,0.00,0.0000 
26.12,28.20,1.8336,26.06,0.0807,46.17,0.0637,89.23,-0.4780,0.71,9.59,0.00,0.0000,0.00,0.0000 
26.12,28.39,0.6936,26.07,0.0833,46.90,1.7866,89.35,0.7747,0.70,9.70,0.00,0.0000,0.00,0.0000 
26.06,28.57,1.1450,26.07,-0.1969,47.47,-0.3819,89.45,-0.3441,0.71,9.79,0.00,0.0000,0.00,0.0000 
26.06,28.76,1.2964,26.07,0.0992,47.95,0.5555,89.53,-0.0427,0.71,9.85,0.00,0.0000,0.00,0.0000 
26.06,28.94,0.4986,26.08,-0.5384,48.35,1.4212,89.59,1.7495,0.71,9.91,0.00,0.0000,0.00,0.0000 
26.12,29.12,1.5162,26.07,0.8866,48.68,1.3688,89.64,0.6348,0.71,9.95,0.00,0.0000,0.00,0.0000 
26.06,29.31,0.3468,26.07,-1.3466,48.95,-0.3274,89.68,0.5950,0.72,10.00,0.00,0.0000,0.00,0.0000 
26.12,29.49,0.6344,26.07,-0.7972,49.15,-0.4537,89.71,0.5530,0.71,10.02,0.00,0.0000,0.00,0.0000 
26.12,29.67,1.1112,26.08,-0.6314,49.33,-0.3270,89.74,-0.1219,0.72,10.05,0.00,0.0000,0.00,0.0000 
26.06,29.85,1.3255,26.08,0.0763,49.46,0.2980,89.76,0.1824,0.73,10.06,0.00,0.0000,0.00,0.0000 
26.06,30.00,0.9806,26.08,1.0660,49.59,0.1722,89.78,-0.7727,0.72,10.08,0.00,0.0000,0.00,0.0000 
26.12,30.19,1.4047,26.08,1.6896,49.69,1.1937,89.78,-0.4431,0.72,10.09,0.00,0.0000,0.00,0.0000 
26.06,30.36,-0.3752,26.08,-1.1793,49.76,0.3871,89.79,0.3802,0.72,10.10,0.00,0.0000,0.00,0.0000 
26.12,30.54,-0.0359,26.09,0.4011,49.81,1.3399,89.80,1.0198,0.72,10.11,0.00,0.0000,0.00,0.0000 
26.06,30.71,1.1321,26.09,2.2274,49.87,0.6280,89.80,-0.5373,0.72,10.11,0.00,0.0000,0.00,0.0000 
26.06,30.86,0.6270,26.09,0.6474,49.90,1.1374,89.81,0.7704,0.73,10.13,0.00,0.0000,0.00,0.0000 
26.06,31.04,0.3397,26.09,-0.2963,49.95,0.3058,89.81,1.0293,0.72,10.12,0.00,0.0000,0.00,0.0000 
26.06,31.19,0.3401,26.10,1.2019,49.97,1.5949,89.82,-0.1728,0.72,10.12,0.00,0.0000,0.00,0.0000 
26.12,31.36,0.7397,26.09,0.8578,50.00,0.7553,89.81,-0.5631,0.73,10.13,0.00,0.0000,0.00,0.0000 
26.12,31.51,0.6652,26.10,-0.3490,50.02,-0.0829,89.81,0.1597,0.72,10.13,0.00,0.0000,0.00,0.0000 
26.06,31.66,-0.4898,26.09,-0.7243,50.03,0.5110,89.81,0.9086,0.72,10.12,0.00,0.0000,0.00,0.0000 
26.06,31.81,-0.0065,26.10,0.3337,50.04,1.2296,89.81,0.7998,0.73,10.13,0.00,0.0000,0.00,0.0000 
26.12,31.97,0.8635,26.10,-1.1254,50.04,-1.3213,89.81,-0.4188,0.72,10.13,0.00,0.0000,0.00,0.0000 
26.06,32.11,1.6002,26.10,0.5792,50.05,-0.0613,89.81,-0.6099,0.73,10.13,0.00,0.0000,0.00,0.0000 
26.06,32.27,-0.0564,26.10,0.4124,50.07,0.9536,89.80,0.4850,0.72,10.13,0.00,0.0000,0.00,0.0000 
26.19,32.42,2.4206,26.11,-0.6190,50.07,-0.8725,89.80,0.1154,0.73,10.12,0.00,0.0000,0.00,0.0000 
26.12,32.56,1.4771,26.11,0.2275,50.08,0.1108,89.79,-0.2186,0.72,10.13,0.00,0.0000,0.00,0.0000 
26.06,32.71,1.3190,26.10,-0.3517,50.06,-0.5497,89.79,-0.8124,0.72,10.12,0.00,0.0000,0.00,0.0000 
26.06,32.84,1.1295,26.11,-1.1051,50.06,-1.1467,89.79,0.0599,0.73,10.12,0.00,0.0000,0.00,0.0000 
